Incident ID,Incident Date,State,City Or County,Address,# Victims Injured,# Victims Killed,wholeAddressShotgun
1356071,"March 21, 2019",Arkansas,Hot Springs National Park (Hot Springs),67 Stonegate Dr,0,0,"67 Stonegate Dr, Hot Springs National Park (Hot Springs), Arkansas"
1352417,"March 21, 2019",Connecticut,Norwalk,6 Center Ave,0,0,"6 Center Ave, Norwalk, Connecticut"
1351981,"March 21, 2019",Illinois,Monmouth,1100 E Jackson Ave,0,0,"1100 E Jackson Ave, Monmouth, Illinois"
1352035,"March 20, 2019",Virginia,Iron Gate,802 Commerce Ave,0,0,"802 Commerce Ave, Iron Gate, Virginia"
1353213,"March 20, 2019",California,Manteca,1000 block of Sunfish Dr,0,0,"1000 block of Sunfish Dr, Manteca, California"
1353186,"March 20, 2019",California,Desert Hot Springs,15000 block of Avenida Atezada,0,0,"15000 block of Avenida Atezada, Desert Hot Springs, California"
1353118,"March 20, 2019",North Carolina,Greenville,2200 block of University Suites Dr,0,0,"2200 block of University Suites Dr, Greenville, North Carolina"
1350613,"March 19, 2019",California,Oceanside,4700 block of Marblehead Bay Dr,0,0,"4700 block of Marblehead Bay Dr, Oceanside, California"
1350290,"March 19, 2019",Missouri,Saint Louis (University City),1500 block of N Hanley Rd,0,0,"1500 block of N Hanley Rd, Saint Louis (University City), Missouri"
1355048,"March 19, 2019",Missouri,Rogersville,9100 block of E State Hwy D,0,0,"9100 block of E State Hwy D, Rogersville, Missouri"
1350753,"March 19, 2019",Texas,Abilene,3501 N 6th St,1,0,"3501 N 6th St, Abilene, Texas"
1350685,"March 18, 2019",South Dakota,Sioux Falls,W 46th St and Palisade Ln,0,0,"W 46th St and Palisade Ln, Sioux Falls, South Dakota"
1367248,"March 18, 2019",New York,Carmel,NY-301,0,0,"NY-301, Carmel, New York"
1349563,"March 18, 2019",Utah,Salt Lake City (Kearns),5007 W 5400 South,0,1,"5007 W 5400 South, Salt Lake City (Kearns), Utah"
1354355,"March 18, 2019",Connecticut,Torrington,228 Pineridge Rd,0,0,"228 Pineridge Rd, Torrington, Connecticut"
2272792,"March 17, 2019",Montana,Box Elder,N/A,1,0,"N/A, Box Elder, Montana"
1349075,"March 17, 2019",Connecticut,Moosup,108 Green Hollow Rd,0,0,"108 Green Hollow Rd, Moosup, Connecticut"
1348862,"March 16, 2019",Kentucky,Madisonville,N/A,0,0,"N/A, Madisonville, Kentucky"
1350444,"March 16, 2019",North Carolina,Greenville,2200 University Suites Dr,0,0,"2200 University Suites Dr, Greenville, North Carolina"
1348749,"March 16, 2019",Oklahoma,Tulsa,1800 block of E 71st St,0,0,"1800 block of E 71st St, Tulsa, Oklahoma"
1351493,"March 15, 2019",Tennessee,Kingston,1500 River Rd,0,1,"1500 River Rd, Kingston, Tennessee"
1356848,"March 15, 2019",Iowa,Cedar Rapids,1190 Capital Dr SW,0,0,"1190 Capital Dr SW, Cedar Rapids, Iowa"
1348581,"March 15, 2019",Alaska,Akiachak,N/A,0,0,"N/A, Akiachak, Alaska"
1347642,"March 15, 2019",North Carolina,Mooresville,743 River Hwy,0,0,"743 River Hwy, Mooresville, North Carolina"
1349434,"March 15, 2019",Pennsylvania,Punxsutawney,Timber Ln,0,0,"Timber Ln, Punxsutawney, Pennsylvania"
1377730,"March 15, 2019",Delaware,Wilmington,2900 block of Tatnall St,0,0,"2900 block of Tatnall St, Wilmington, Delaware"
1349978,"March 15, 2019",Pennsylvania,West Sunbury,1810 W Sunbury Rd,0,0,"1810 W Sunbury Rd, West Sunbury, Pennsylvania"
1347874,"March 15, 2019",Mississippi,Courtland,495 Woodruff St,0,1,"495 Woodruff St, Courtland, Mississippi"
1347117,"March 14, 2019",Georgia,Gainesville,5300 block of Mount Vernon Preserve Ct,0,0,"5300 block of Mount Vernon Preserve Ct, Gainesville, Georgia"
1349291,"March 14, 2019",Connecticut,New Haven,50 Fitch St,0,0,"50 Fitch St, New Haven, Connecticut"
1347415,"March 14, 2019",Georgia,Murrayville,Mount Vernon Preserve Ct,0,0,"Mount Vernon Preserve Ct, Murrayville, Georgia"
1347928,"March 14, 2019",Michigan,Burton,4400 Kings Ln,3,0,"4400 Kings Ln, Burton, Michigan"
1347900,"March 14, 2019",Rhode Island,Providence,90 Hall St,0,0,"90 Hall St, Providence, Rhode Island"
1347838,"March 13, 2019",California,Bakersfield,33000 Stockdale Hwy,0,0,"33000 Stockdale Hwy, Bakersfield, California"
1346228,"March 13, 2019",Tennessee,Nashville,801 Monroe St,0,0,"801 Monroe St, Nashville, Tennessee"
1348203,"March 13, 2019",California,Bakersfield,400 block of Beardsley Ave,0,0,"400 block of Beardsley Ave, Bakersfield, California"
1346751,"March 13, 2019",Florida,Williston,Co Rd 318,0,0,"Co Rd 318, Williston, Florida"
1346082,"March 12, 2019",Utah,Draper,916 E 11900 S,1,1,"916 E 11900 S, Draper, Utah"
1347563,"March 11, 2019",West Virginia,Tallmansville,Big Bend Rd,0,0,"Big Bend Rd, Tallmansville, West Virginia"
1344891,"March 11, 2019",Tennessee,Nolensville,7357 Nolensville Rd,0,0,"7357 Nolensville Rd, Nolensville, Tennessee"
1346576,"March 11, 2019",Pennsylvania,Philadelphia,2000 block of Glendale Ave,1,0,"2000 block of Glendale Ave, Philadelphia, Pennsylvania"
1343887,"March 11, 2019",North Carolina,Charlotte,8605 University City Blvd,0,0,"8605 University City Blvd, Charlotte, North Carolina"
1345699,"March 11, 2019",Connecticut,New Haven,85 St John St,0,0,"85 St John St, New Haven, Connecticut"
1346326,"March 10, 2019",New York,Ossining,Nicole Cir,0,0,"Nicole Cir, Ossining, New York"
1343104,"March 9, 2019",Vermont,Bellows Falls (Rockingham),22 Cota Heights Rd,0,0,"22 Cota Heights Rd, Bellows Falls (Rockingham), Vermont"
1343085,"March 8, 2019",Texas,New Caney,19969 US-59,0,1,"19969 US-59, New Caney, Texas"
1348395,"March 8, 2019",Ohio,Westlake,25200 Sperry Dr,0,0,"25200 Sperry Dr, Westlake, Ohio"
1344901,"March 7, 2019",Florida,Port Charlotte,Toledo Blade Blvd,0,0,"Toledo Blade Blvd, Port Charlotte, Florida"
1341595,"March 7, 2019",Pennsylvania,Erie,2900 block of Hazel St,0,0,"2900 block of Hazel St, Erie, Pennsylvania"
1342586,"March 6, 2019",Florida,Cocoa,Emerald Lake Dr,1,0,"Emerald Lake Dr, Cocoa, Florida"
1342915,"March 6, 2019",Florida,Dunnellon,19600 block of SW 110th St,0,0,"19600 block of SW 110th St, Dunnellon, Florida"
1346217,"March 6, 2019",Georgia,Eatonton,GA 24 and Church St,0,0,"GA 24 and Church St, Eatonton, Georgia"
1347366,"March 5, 2019",Florida,Miami,SW 201st St,0,0,"SW 201st St, Miami, Florida"
1344639,"March 5, 2019",Texas,El Paso,400 block of Tierra Dorado Dr,2,0,"400 block of Tierra Dorado Dr, El Paso, Texas"
1342627,"March 5, 2019",Nebraska,Kearney,900 block of W 24th St,0,0,"900 block of W 24th St, Kearney, Nebraska"
1342766,"March 5, 2019",New Mexico,Anthony,400 Tierra Dorada Cir,2,0,"400 Tierra Dorada Cir, Anthony, New Mexico"
1340430,"March 4, 2019",Missouri,Lamar,407 SE 53rd Ln,0,0,"407 SE 53rd Ln, Lamar, Missouri"
1339618,"March 4, 2019",Iowa,Des Moines,E 25th St and Logan Ave,1,0,"E 25th St and Logan Ave, Des Moines, Iowa"
1340052,"March 4, 2019",Ohio,Cleveland,3400 block of E 103rd St,0,1,"3400 block of E 103rd St, Cleveland, Ohio"
1339490,"March 4, 2019",Texas,San Antonio,11707 Spring Dale Dr,0,0,"11707 Spring Dale Dr, San Antonio, Texas"
1341463,"March 4, 2019",Maine,Fort Fairfield,Brookview Ave,0,0,"Brookview Ave, Fort Fairfield, Maine"
1340200,"March 4, 2019",Georgia,Morganton,300 Underwood Road,0,2,"300 Underwood Road, Morganton, Georgia"
1339685,"March 3, 2019",California,Fresno,E Belmont and N Van Ness Ave,0,0,"E Belmont and N Van Ness Ave, Fresno, California"
1339672,"March 3, 2019",New York,Buffalo,Lockwood Ave,0,0,"Lockwood Ave, Buffalo, New York"
1339641,"March 2, 2019",California,Oxnard,5200 block of S J St,0,0,"5200 block of S J St, Oxnard, California"
1337978,"March 1, 2019",Texas,San Antonio,1120 W Loop 1604 N,0,0,"1120 W Loop 1604 N, San Antonio, Texas"
1337826,"March 1, 2019",Tennessee,Alcoa,862 Cherry St,0,1,"862 Cherry St, Alcoa, Tennessee"
1340529,"March 1, 2019",South Carolina,Loris,Dossie Rd,0,0,"Dossie Rd, Loris, South Carolina"
1337324,"February 28, 2019",Louisiana,Pierre Part,Derrick St,0,0,"Derrick St, Pierre Part, Louisiana"
1337644,"February 28, 2019",Maryland,Baltimore,N/A,0,0,"N/A, Baltimore, Maryland"
1337397,"February 28, 2019",Utah,Orem,1225 W 1000 S,0,0,"1225 W 1000 S, Orem, Utah"
1337541,"February 28, 2019",Washington,Pasco,130 Diamond Dr,0,0,"130 Diamond Dr, Pasco, Washington"
1336494,"February 27, 2019",Alabama,Grant,2nd St E,0,0,"2nd St E, Grant, Alabama"
1338498,"February 27, 2019",Maryland,Rosedale,5000 block of White Marsh Rd,0,0,"5000 block of White Marsh Rd, Rosedale, Maryland"
1337519,"February 27, 2019",Vermont,Irasburg,670 Simino Ln,0,0,"670 Simino Ln, Irasburg, Vermont"
1338067,"February 27, 2019",Louisiana,Lafayette,N/A,0,0,"N/A, Lafayette, Louisiana"
1336734,"February 27, 2019",Massachusetts,Worcester,40 Berkmans St,0,0,"40 Berkmans St, Worcester, Massachusetts"
1337282,"February 26, 2019",New York,Ogdensburg,608 Jersey Ave,0,0,"608 Jersey Ave, Ogdensburg, New York"
1335680,"February 26, 2019",Minnesota,Miltona,437 2nd Ave N,0,0,"437 2nd Ave N, Miltona, Minnesota"
1335594,"February 26, 2019",South Carolina,Huger,Waterfowl Ln,0,0,"Waterfowl Ln, Huger, South Carolina"
1337070,"February 26, 2019",West Virginia,Grafton,Pomraning Dr,0,0,"Pomraning Dr, Grafton, West Virginia"
1335502,"February 24, 2019",Massachusetts,Lawrence,Alder St,0,0,"Alder St, Lawrence, Massachusetts"
1334422,"February 24, 2019",Tennessee,Bulls Gap,Spice Cove,0,0,"Spice Cove, Bulls Gap, Tennessee"
1335419,"February 23, 2019",Florida,Ocala,244 Marion Oaks Dr,0,0,"244 Marion Oaks Dr, Ocala, Florida"
1335335,"February 23, 2019",Ohio,Clyde,W McPherson Hwy,0,0,"W McPherson Hwy, Clyde, Ohio"
1366446,"February 23, 2019",Maine,Lisbon,Pinewoods Rd,0,0,"Pinewoods Rd, Lisbon, Maine"
1335418,"February 22, 2019",Florida,Silver Springs,SE 173rd Terrace,0,0,"SE 173rd Terrace, Silver Springs, Florida"
1332733,"February 22, 2019",Maryland,Baltimore,N/A,0,0,"N/A, Baltimore, Maryland"
1333270,"February 22, 2019",Illinois,Mattoon,Trilla Rd,0,0,"Trilla Rd, Mattoon, Illinois"
1338012,"February 21, 2019",Pennsylvania,Chester,1300 block of Martin Luther King Mall,0,0,"1300 block of Martin Luther King Mall, Chester, Pennsylvania"
1332097,"February 21, 2019",Oklahoma,Oklahoma City,NW 63rd St and N Sara Rd,0,0,"NW 63rd St and N Sara Rd, Oklahoma City, Oklahoma"
1332676,"February 21, 2019",Colorado,Pueblo,1900 block of W 12th St,0,0,"1900 block of W 12th St, Pueblo, Colorado"
1332586,"February 21, 2019",Pennsylvania,Pittsburgh,300 block of Penfort St,0,0,"300 block of Penfort St, Pittsburgh, Pennsylvania"
1332022,"February 21, 2019",Ohio,Youngstown,1100 block of Inverness Ave,0,0,"1100 block of Inverness Ave, Youngstown, Ohio"
1333250,"February 21, 2019",Texas,San Antonio,200 block of Monclova Alley,0,1,"200 block of Monclova Alley, San Antonio, Texas"
1335356,"February 21, 2019",Maryland,Westminster,N/A,0,0,"N/A, Westminster, Maryland"
1332340,"February 21, 2019",Mississippi,Pass Christian,Edwin Ladner Rd,0,0,"Edwin Ladner Rd, Pass Christian, Mississippi"
1333045,"February 21, 2019",Georgia,Hahira,N Church St,0,0,"N Church St, Hahira, Georgia"
1332465,"February 21, 2019",New York,Bellmore,Thomas Pl,0,1,"Thomas Pl, Bellmore, New York"
1333350,"February 21, 2019",Missouri,Springfield,2000 block of N Johnston Ave,0,1,"2000 block of N Johnston Ave, Springfield, Missouri"
1332427,"February 20, 2019",Washington,Amboy,227 Frasier Road,0,0,"227 Frasier Road, Amboy, Washington"
1330843,"February 19, 2019",Maine,Pleasant Ridge Plantation,N/A,1,0,"N/A, Pleasant Ridge Plantation, Maine"
1331018,"February 18, 2019",Colorado,Broomfield,2720 Calkins Pl,0,1,"2720 Calkins Pl, Broomfield, Colorado"
1330733,"February 18, 2019",South Dakota,Sioux Falls,4200 block of W Valhalla Blvd,0,0,"4200 block of W Valhalla Blvd, Sioux Falls, South Dakota"
1329526,"February 18, 2019",Tennessee,Memphis,Kimball Ave and Lamar Ave,1,0,"Kimball Ave and Lamar Ave, Memphis, Tennessee"
1329969,"February 18, 2019",Pennsylvania,Philadelphia,2000 block of Glendale Ave,1,0,"2000 block of Glendale Ave, Philadelphia, Pennsylvania"
1329040,"February 17, 2019",Kansas,Wichita,4449 S Broadway,0,1,"4449 S Broadway, Wichita, Kansas"
1331633,"February 17, 2019",Connecticut,Jewett City (Griswold),179 E Main St,0,0,"179 E Main St, Jewett City (Griswold), Connecticut"
1330834,"February 17, 2019",Idaho,Idaho Falls,400 block of Neptune Dr,0,0,"400 block of Neptune Dr, Idaho Falls, Idaho"
1329800,"February 16, 2019",Iowa,Waterloo,216 Brookeridge Dr,0,0,"216 Brookeridge Dr, Waterloo, Iowa"
1329265,"February 16, 2019",North Dakota,Fargo,1000 block of 42nd St S,1,0,"1000 block of 42nd St S, Fargo, North Dakota"
1335871,"February 16, 2019",South Dakota,Rapid City,N/A,0,0,"N/A, Rapid City, South Dakota"
1327816,"February 15, 2019",Alabama,Dothan,Harper Joy Rd,0,0,"Harper Joy Rd, Dothan, Alabama"
1331705,"February 15, 2019",Maryland,Silver Spring,N/A,0,0,"N/A, Silver Spring, Maryland"
1330984,"February 15, 2019",Pennsylvania,Canonsburg,20 Van Eman St,0,0,"20 Van Eman St, Canonsburg, Pennsylvania"
1326750,"February 14, 2019",Indiana,Elkhart,1300 block of Valentines Ln,1,0,"1300 block of Valentines Ln, Elkhart, Indiana"
1326893,"February 14, 2019",Pennsylvania,Greensboro,145 Alicia Main St,0,1,"145 Alicia Main St, Greensboro, Pennsylvania"
1327233,"February 14, 2019",Tennessee,Goodlettsville,7745 Ridgewood Rd,0,0,"7745 Ridgewood Rd, Goodlettsville, Tennessee"
1327082,"February 13, 2019",Wisconsin,Neenah,400 block of Quarry Ln,0,0,"400 block of Quarry Ln, Neenah, Wisconsin"
1325990,"February 12, 2019",Ohio,West Salem,300 block of S Main St,0,0,"300 block of S Main St, West Salem, Ohio"
1325909,"February 12, 2019",Georgia,Atlanta,3315 Osborne Rd NE,0,0,"3315 Osborne Rd NE, Atlanta, Georgia"
1324198,"February 11, 2019",Tennessee,Lenoir City,165 Lee Hi St,0,1,"165 Lee Hi St, Lenoir City, Tennessee"
1323963,"February 10, 2019",Arkansas,Hot Springs Village,700 block of Ellison Rd,0,0,"700 block of Ellison Rd, Hot Springs Village, Arkansas"
1325107,"February 10, 2019",Indiana,Anderson,2300 block of E County Rd 360 N,0,0,"2300 block of E County Rd 360 N, Anderson, Indiana"
1323005,"February 9, 2019",Indiana,Lafayette,3216 Crosspoint Ct N,0,0,"3216 Crosspoint Ct N, Lafayette, Indiana"
1323237,"February 9, 2019",North Carolina,Bailey,1200 block of Maudis Rd,0,0,"1200 block of Maudis Rd, Bailey, North Carolina"
1322849,"February 8, 2019",North Carolina,Concord,Farmer Ct,0,0,"Farmer Ct, Concord, North Carolina"
1322839,"February 8, 2019",South Carolina,Lancaster,239 South Ave,0,0,"239 South Ave, Lancaster, South Carolina"
1322916,"February 8, 2019",Rhode Island,Providence,1117 Douglas Ave,0,0,"1117 Douglas Ave, Providence, Rhode Island"
1328430,"February 7, 2019",Ohio,Caldwell,Minerva Ave,0,0,"Minerva Ave, Caldwell, Ohio"
1322473,"February 7, 2019",Florida,Marathon,Sombrero Beach Rd,0,0,"Sombrero Beach Rd, Marathon, Florida"
1322966,"February 7, 2019",Massachusetts,Everett,Broadway and Bowdoin St,0,0,"Broadway and Bowdoin St, Everett, Massachusetts"
1321744,"February 6, 2019",Alabama,Dothan,1000 block of Linden St,1,0,"1000 block of Linden St, Dothan, Alabama"
1321275,"February 6, 2019",New York,Patchogue,57 Wilmarth Ave,0,0,"57 Wilmarth Ave, Patchogue, New York"
1321151,"February 5, 2019",Texas,Hewitt,420 N Hewitt Dr,0,0,"420 N Hewitt Dr, Hewitt, Texas"
1326417,"February 5, 2019",Florida,Gainesville,NW 39th Ave,0,0,"NW 39th Ave, Gainesville, Florida"
1319960,"February 4, 2019",South Carolina,Irmo,200 block of Clarion Rd,0,1,"200 block of Clarion Rd, Irmo, South Carolina"
1328379,"February 4, 2019",Indiana,Fort Wayne,1100 block of Sibley St,0,0,"1100 block of Sibley St, Fort Wayne, Indiana"
1319737,"February 4, 2019",Illinois,Chicago (Calumet Park),I-57 and W 127th St,3,0,"I-57 and W 127th St, Chicago (Calumet Park), Illinois"
1327141,"February 4, 2019",New Mexico,Las Cruces,1900 block of Princess Jeanne Dr,0,0,"1900 block of Princess Jeanne Dr, Las Cruces, New Mexico"
1320198,"February 3, 2019",Arkansas,Hot Springs National Park (Hot Springs),164 Piney Loop,0,0,"164 Piney Loop, Hot Springs National Park (Hot Springs), Arkansas"
1319316,"February 3, 2019",Kentucky,Hopkinsville,Linwood Dr,0,0,"Linwood Dr, Hopkinsville, Kentucky"
1778045,"February 3, 2019",Iowa,Waterloo,1005 1/2 W Mullan Ave,0,0,"1005 1/2 W Mullan Ave, Waterloo, Iowa"
1318814,"February 3, 2019",Virginia,Dublin,I-81,0,0,"I-81, Dublin, Virginia"
1318690,"February 3, 2019",Pennsylvania,Philadelphia,5400 block of Media St,1,0,"5400 block of Media St, Philadelphia, Pennsylvania"
1319673,"February 3, 2019",California,Petaluma,401 Kennilworth Dr,0,0,"401 Kennilworth Dr, Petaluma, California"
1319410,"February 2, 2019",West Virginia,Huntington,3400 block of 5th Ave,0,0,"3400 block of 5th Ave, Huntington, West Virginia"
1318935,"February 2, 2019",Pennsylvania,Philadelphia,4200 block of Palmetto St,0,0,"4200 block of Palmetto St, Philadelphia, Pennsylvania"
1318166,"February 1, 2019",New York,Clarence,7675 Goodrich Rd,0,0,"7675 Goodrich Rd, Clarence, New York"
1318162,"February 1, 2019",Wisconsin,Janesville,613 E Milwaukee St,0,0,"613 E Milwaukee St, Janesville, Wisconsin"
1320897,"February 1, 2019",California,Porterville,N Howland St,0,0,"N Howland St, Porterville, California"
1318831,"February 1, 2019",California,Chatsworth,9600 block of Mason Ave,0,0,"9600 block of Mason Ave, Chatsworth, California"
1318090,"February 1, 2019",Delaware,New Castle,Christiana Rd and Catherine St,0,0,"Christiana Rd and Catherine St, New Castle, Delaware"
1376494,"January 31, 2019",Connecticut,New Haven,1 Union Ave,0,0,"1 Union Ave, New Haven, Connecticut"
1321278,"January 31, 2019",New York,Hempstead,Terrace Ave,0,0,"Terrace Ave, Hempstead, New York"
1316483,"January 30, 2019",Maryland,Salisbury,600 block of Light St,1,0,"600 block of Light St, Salisbury, Maryland"
1317176,"January 30, 2019",Mississippi,Plantersville,MS-6,0,0,"MS-6, Plantersville, Mississippi"
1315919,"January 29, 2019",Tennessee,Hendersonville,200 block of Ivy Dr,0,0,"200 block of Ivy Dr, Hendersonville, Tennessee"
1319625,"January 29, 2019",Louisiana,Duson,Dwayne Dr and Tunica Ln,0,0,"Dwayne Dr and Tunica Ln, Duson, Louisiana"
1314289,"January 28, 2019",Texas,Houston,7815 Harding St,3,0,"7815 Harding St, Houston, Texas"
1315207,"January 28, 2019",Virginia,Stafford,Ebenezer Church Rd,0,0,"Ebenezer Church Rd, Stafford, Virginia"
1313524,"January 27, 2019",Alabama,Rogersville,900 block of Lauderdale 84,0,0,"900 block of Lauderdale 84, Rogersville, Alabama"
1313737,"January 26, 2019",Pennsylvania,Erie,3800 block of Carney Ave,0,0,"3800 block of Carney Ave, Erie, Pennsylvania"
1418954,"January 26, 2019",New Hampshire,Winchester,54 Parker St,0,0,"54 Parker St, Winchester, New Hampshire"
1313705,"January 26, 2019",Michigan,Kalamazoo,6000 block of E Michigan Ave,0,0,"6000 block of E Michigan Ave, Kalamazoo, Michigan"
1311430,"January 25, 2019",North Carolina,Hope Mills,4184 Elk Rd,0,0,"4184 Elk Rd, Hope Mills, North Carolina"
1311317,"January 25, 2019",Tennessee,Memphis,700 block of E Georgia Ave,0,0,"700 block of E Georgia Ave, Memphis, Tennessee"
1312307,"January 25, 2019",Tennessee,Chattanooga (East Ridge),925 Altamaha St,1,0,"925 Altamaha St, Chattanooga (East Ridge), Tennessee"
1311403,"January 25, 2019",Kentucky,Leitchfield,1990 Moutardier Rd,1,0,"1990 Moutardier Rd, Leitchfield, Kentucky"
1311345,"January 24, 2019",South Carolina,Mc Coll (Mccoll),N/A,0,0,"N/A, Mc Coll (Mccoll), South Carolina"
1311217,"January 24, 2019",Nebraska,Grand Island,W 2nd St and N Tilden St,0,0,"W 2nd St and N Tilden St, Grand Island, Nebraska"
1310278,"January 24, 2019",North Carolina,Buies Creek,Main St and Winston Dr,0,0,"Main St and Winston Dr, Buies Creek, North Carolina"
1310021,"January 24, 2019",Indiana,Bloomington,3800 block of Knightridge Rd,0,1,"3800 block of Knightridge Rd, Bloomington, Indiana"
1311550,"January 24, 2019",Idaho,Weston,N/A,0,0,"N/A, Weston, Idaho"
1314085,"January 24, 2019",Florida,Palm Bay,900 block of Sable Cir,0,0,"900 block of Sable Cir, Palm Bay, Florida"
1314964,"January 24, 2019",Maryland,Huntingtown,2100 block of Wilson Rd,0,0,"2100 block of Wilson Rd, Huntingtown, Maryland"
1312020,"January 24, 2019",Idaho,Preston,N/A,0,0,"N/A, Preston, Idaho"
1310061,"January 23, 2019",California,Norwalk,14616 Dinard Ave,1,0,"14616 Dinard Ave, Norwalk, California"
1310096,"January 23, 2019",California,Fresno,Bardell Ave and Grove Ave,0,0,"Bardell Ave and Grove Ave, Fresno, California"
1309682,"January 23, 2019",New York,Southampton,Church St,0,0,"Church St, Southampton, New York"
1312956,"January 23, 2019",Arkansas,Fort Smith,N 9th St and N M St,0,0,"N 9th St and N M St, Fort Smith, Arkansas"
1308226,"January 22, 2019",North Dakota,Grand Forks,800 block of University Ave,0,0,"800 block of University Ave, Grand Forks, North Dakota"
1311036,"January 22, 2019",Michigan,Milford,Bishop St,0,0,"Bishop St, Milford, Michigan"
1335029,"January 21, 2019",Minnesota,Minneapolis,4000 block of N Aldrich Ave,0,0,"4000 block of N Aldrich Ave, Minneapolis, Minnesota"
1308178,"January 21, 2019",Illinois,Centralia,110 S Oak St,0,0,"110 S Oak St, Centralia, Illinois"
1307368,"January 21, 2019",Kansas,Wichita,2201 E MacArthur Rd,0,1,"2201 E MacArthur Rd, Wichita, Kansas"
1308665,"January 21, 2019",Missouri,California,Mount Hope Rd,0,0,"Mount Hope Rd, California, Missouri"
1310530,"January 21, 2019",Georgia,Macon,4000 block of Wesleyan Woods Dr,0,0,"4000 block of Wesleyan Woods Dr, Macon, Georgia"
1306773,"January 20, 2019",Kentucky,Greenup,Cardinal Point,1,0,"Cardinal Point, Greenup, Kentucky"
1498906,"January 19, 2019",Wisconsin,Taylor (county),N/A,1,0,"N/A, Taylor (county), Wisconsin"
1308951,"January 19, 2019",Maryland,Hampstead,900 block of Houcksville Rd,0,0,"900 block of Houcksville Rd, Hampstead, Maryland"
1308399,"January 19, 2019",Georgia,Gainesville,Gillespie Rd,1,0,"Gillespie Rd, Gainesville, Georgia"
1309685,"January 19, 2019",New York,East Quogue,5 block of Box Tree Rd,0,0,"5 block of Box Tree Rd, East Quogue, New York"
1313725,"January 18, 2019",Pennsylvania,Erie,700 block of East Ave,0,0,"700 block of East Ave, Erie, Pennsylvania"
1315074,"January 17, 2019",New Jersey,Hammonton,1000 block of Reading Ave,0,0,"1000 block of Reading Ave, Hammonton, New Jersey"
1306178,"January 17, 2019",Maryland,Smithsburg,12035 Itnyre Rd,0,0,"12035 Itnyre Rd, Smithsburg, Maryland"
1307791,"January 17, 2019",Maryland,Elkton,245 Mackall St,0,0,"245 Mackall St, Elkton, Maryland"
1304039,"January 17, 2019",Vermont,Newport,Bayview St,0,0,"Bayview St, Newport, Vermont"
1303857,"January 16, 2019",Wisconsin,Wisconsin Rapids,7800 block of N Circle Dr,0,0,"7800 block of N Circle Dr, Wisconsin Rapids, Wisconsin"
1349009,"January 16, 2019",Connecticut,Putnam,School St,0,0,"School St, Putnam, Connecticut"
1303230,"January 15, 2019",Oklahoma,Tulsa,21st St and Peoria Ave,0,0,"21st St and Peoria Ave, Tulsa, Oklahoma"
1301616,"January 14, 2019",New York,Rochester,Farmington Rd,0,0,"Farmington Rd, Rochester, New York"
1304904,"January 14, 2019",North Carolina,Greenville,200 block of Pineview Dr,0,0,"200 block of Pineview Dr, Greenville, North Carolina"
1301600,"January 14, 2019",California,Fresno,4500 block of E Holland Ave,0,0,"4500 block of E Holland Ave, Fresno, California"
1303060,"January 14, 2019",Michigan,Battle Creek,738 Capital Ave NE,0,0,"738 Capital Ave NE, Battle Creek, Michigan"
1300470,"January 13, 2019",West Virginia,Charleston,900 block of Matthews Ave,0,0,"900 block of Matthews Ave, Charleston, West Virginia"
1300753,"January 13, 2019",Missouri,Columbia,200 block of Sarazen Dr,0,1,"200 block of Sarazen Dr, Columbia, Missouri"
1302200,"January 13, 2019",Pennsylvania,Bethlehem,800 block of Linden St,0,0,"800 block of Linden St, Bethlehem, Pennsylvania"
1299160,"January 12, 2019",Alabama,Florence,7200 block of Lauderdale 189,0,0,"7200 block of Lauderdale 189, Florence, Alabama"
1389993,"January 12, 2019",Maryland,Williamsport,Camden Rd,0,0,"Camden Rd, Williamsport, Maryland"
1299992,"January 11, 2019",Connecticut,Bridgeport,Elm St and Lafayette Square,0,0,"Elm St and Lafayette Square, Bridgeport, Connecticut"
1298670,"January 11, 2019",Mississippi,Amory,Reeves Dr,0,0,"Reeves Dr, Amory, Mississippi"
1299228,"January 10, 2019",Texas,San Antonio,5400 block of Painted Horse St,0,0,"5400 block of Painted Horse St, San Antonio, Texas"
1297628,"January 10, 2019",New York,Bay Shore,Atlantic Ave,0,0,"Atlantic Ave, Bay Shore, New York"
1299266,"January 10, 2019",Delaware,Dover,35 E Loockerman St,0,0,"35 E Loockerman St, Dover, Delaware"
1298069,"January 10, 2019",Nevada,Las Vegas,217 W New York Ave,0,1,"217 W New York Ave, Las Vegas, Nevada"
1299178,"January 9, 2019",California,Mc Farland (Mcfarland),200 San Lucas St,0,0,"200 San Lucas St, Mc Farland (Mcfarland), California"
1297244,"January 9, 2019",Pennsylvania,Lancaster,100 block of Beaver St,0,0,"100 block of Beaver St, Lancaster, Pennsylvania"
1297231,"January 8, 2019",Maryland,Lexington Park,21847 Three Notch Rd,0,0,"21847 Three Notch Rd, Lexington Park, Maryland"
1296429,"January 7, 2019",Pennsylvania,Slippery Rock,1200 block of Copper Rd,0,0,"1200 block of Copper Rd, Slippery Rock, Pennsylvania"
1299286,"January 7, 2019",Michigan,Hartford,54th Ave,0,0,"54th Ave, Hartford, Michigan"
1295750,"January 7, 2019",Ohio,Akron,Chenoweth Rd,0,0,"Chenoweth Rd, Akron, Ohio"
1295839,"January 7, 2019",West Virginia,Clarksburg,White Blossom Dr,0,1,"White Blossom Dr, Clarksburg, West Virginia"
