Incident ID,Incident Date,State,City Or County,Address,# Victims Injured,# Victims Killed,wholeAddressShotgun
1485969,"August 18, 2019",South Carolina,West Columbia,Greenwood Dr,0,0,"Greenwood Dr, West Columbia, South Carolina"
1483340,"August 17, 2019",California,Roseville,4000 block of Foothills Blvd,0,0,"4000 block of Foothills Blvd, Roseville, California"
1482907,"August 17, 2019",California,Oxnard,300 block of N Rose Ave,0,0,"300 block of N Rose Ave, Oxnard, California"
1483254,"August 17, 2019",New York,Brooklyn,Linden Blvd,0,0,"Linden Blvd, Brooklyn, New York"
1485255,"August 17, 2019",Maryland,Crownsville,900 block of Generals Hwy,0,0,"900 block of Generals Hwy, Crownsville, Maryland"
1488164,"August 17, 2019",Maryland,Mechanicsville,28200 block of Mechanicsville Rd,0,0,"28200 block of Mechanicsville Rd, Mechanicsville, Maryland"
1483539,"August 17, 2019",Illinois,Joliet,1900 block of Corregidor St,0,0,"1900 block of Corregidor St, Joliet, Illinois"
1481392,"August 16, 2019",New Hampshire,Rochester,21 Joshua St,0,0,"21 Joshua St, Rochester, New Hampshire"
1484131,"August 15, 2019",New York,Attica,N/A,0,0,"N/A, Attica, New York"
1480198,"August 15, 2019",Michigan,Twin Lake,Meeuwenberg Dr,0,1,"Meeuwenberg Dr, Twin Lake, Michigan"
1479573,"August 15, 2019",Kansas,Topeka,1425 SW Lane St,1,0,"1425 SW Lane St, Topeka, Kansas"
1481462,"August 15, 2019",New York,Syracuse,North Clinton Street,0,0,"North Clinton Street, Syracuse, New York"
1480386,"August 14, 2019",Florida,Wildwood,400 block of Jarrell Ave,0,0,"400 block of Jarrell Ave, Wildwood, Florida"
1480612,"August 14, 2019",Texas,Houston,10221 Club Creek Dr,1,0,"10221 Club Creek Dr, Houston, Texas"
1479103,"August 14, 2019",Kentucky,Bowling Green,13000 block of Morgantown Rd,0,0,"13000 block of Morgantown Rd, Bowling Green, Kentucky"
1479913,"August 14, 2019",Tennessee,Chattanooga,4300 block of Kayla Cir,1,0,"4300 block of Kayla Cir, Chattanooga, Tennessee"
1479962,"August 14, 2019",West Virginia,New Cumberland,89 Judge Dr,2,1,"89 Judge Dr, New Cumberland, West Virginia"
1478925,"August 14, 2019",Utah,Ogden,3460 S and 700 W,0,1,"3460 S and 700 W, Ogden, Utah"
1479340,"August 14, 2019",Rhode Island,Providence,95 Sisson St,0,0,"95 Sisson St, Providence, Rhode Island"
1480390,"August 14, 2019",Florida,Bradenton,5000 block of 14th St W,0,0,"5000 block of 14th St W, Bradenton, Florida"
1478888,"August 13, 2019",New York,Tuckahoe,25 Main St,0,0,"25 Main St, Tuckahoe, New York"
1481456,"August 13, 2019",New York,Syracuse,311 Lexington Ave,0,0,"311 Lexington Ave, Syracuse, New York"
1477670,"August 11, 2019",Ohio,Lebanon,N/A,0,0,"N/A, Lebanon, Ohio"
1476978,"August 10, 2019",Oklahoma,Tulsa,1300 block of N Birmingham Pl,0,0,"1300 block of N Birmingham Pl, Tulsa, Oklahoma"
1485253,"August 9, 2019",Maryland,Hampstead,1155 S Main St,0,0,"1155 S Main St, Hampstead, Maryland"
1475614,"August 9, 2019",Connecticut,Jewett City (Griswold),Harvey Rd,0,0,"Harvey Rd, Jewett City (Griswold), Connecticut"
1475230,"August 8, 2019",Indiana,Fort Wayne,8518 Hessen Cassel Rd,0,0,"8518 Hessen Cassel Rd, Fort Wayne, Indiana"
1474852,"August 8, 2019",Illinois,Bensenville,200 block of George St,0,1,"200 block of George St, Bensenville, Illinois"
1474160,"August 8, 2019",Pennsylvania,Philadelphia,1000 block of N 40th St,0,1,"1000 block of N 40th St, Philadelphia, Pennsylvania"
1475832,"August 8, 2019",Alabama,Foley,3810 S McKenize St,0,0,"3810 S McKenize St, Foley, Alabama"
1475197,"August 7, 2019",Washington,Ferndale,3700 block of Sinclair Dr,1,0,"3700 block of Sinclair Dr, Ferndale, Washington"
1472330,"August 7, 2019",California,Kerman,Clinton Ave and Siskiyou Ave,3,0,"Clinton Ave and Siskiyou Ave, Kerman, California"
1479654,"August 7, 2019",Pennsylvania,Center Valley,4300 block of Lanark Rd,0,0,"4300 block of Lanark Rd, Center Valley, Pennsylvania"
1478262,"August 7, 2019",Massachusetts,Framingham,47 Prior Dr,0,0,"47 Prior Dr, Framingham, Massachusetts"
1474311,"August 7, 2019",California,Visalia,2600 block of W Midvalley,0,0,"2600 block of W Midvalley, Visalia, California"
1472703,"August 7, 2019",Ohio,Elyria,316 11th St,0,0,"316 11th St, Elyria, Ohio"
1473283,"August 6, 2019",Maryland,Silver Spring,8202 Georgia Ave,0,0,"8202 Georgia Ave, Silver Spring, Maryland"
1472189,"August 6, 2019",Florida,Fort Pierce,2300 block of Ave G,0,0,"2300 block of Ave G, Fort Pierce, Florida"
1473881,"August 5, 2019",New Mexico,Roswell,900 block of North Ohio Avenue,0,0,"900 block of North Ohio Avenue, Roswell, New Mexico"
1471544,"August 5, 2019",Arkansas,Lowell,14689 Frisco Springs Rd,0,0,"14689 Frisco Springs Rd, Lowell, Arkansas"
1466727,"August 3, 2019",Florida,Safety Harbor,2300 block of Flanders Way,0,2,"2300 block of Flanders Way, Safety Harbor, Florida"
1480868,"August 3, 2019",Wisconsin,Winneconne,WI 116,0,0,"WI 116, Winneconne, Wisconsin"
1473286,"August 3, 2019",Pennsylvania,Schellsburg,Cortland Rd,0,0,"Cortland Rd, Schellsburg, Pennsylvania"
1474266,"August 3, 2019",Oregon,Newport,198 NE 123rd St,0,0,"198 NE 123rd St, Newport, Oregon"
1690619,"August 2, 2019",Texas,Gatesville,N/A,0,0,"N/A, Gatesville, Texas"
1489305,"July 31, 2019",New York,Ithaca,N Cayuga St,0,0,"N Cayuga St, Ithaca, New York"
1466836,"July 31, 2019",Indiana,Hobart,50 block of East Third St,0,0,"50 block of East Third St, Hobart, Indiana"
1464152,"July 30, 2019",Maryland,Hyattsville (Landover Hills),7467 Annapolis Rd,0,0,"7467 Annapolis Rd, Hyattsville (Landover Hills), Maryland"
1462930,"July 30, 2019",New Jersey,Newark,400 block of Highland Ave,0,0,"400 block of Highland Ave, Newark, New Jersey"
1461655,"July 29, 2019",Oregon,Portland,8652 N Swift Way,1,0,"8652 N Swift Way, Portland, Oregon"
1463902,"July 29, 2019",Arkansas,Hot Springs National Park (Hot Springs),141 Bradford Rd,0,0,"141 Bradford Rd, Hot Springs National Park (Hot Springs), Arkansas"
1468983,"July 28, 2019",California,Delano,800 block of Kensington St,0,0,"800 block of Kensington St, Delano, California"
1461006,"July 28, 2019",Washington,Eatonville,4600 block of 350th St E,0,1,"4600 block of 350th St E, Eatonville, Washington"
1460437,"July 28, 2019",California,Keyes,Anna Ave,1,0,"Anna Ave, Keyes, California"
1460259,"July 27, 2019",Ohio,Louisville,1516 Opal St,0,0,"1516 Opal St, Louisville, Ohio"
1466157,"July 27, 2019",New Mexico,Portales,510 E 18th St,1,1,"510 E 18th St, Portales, New Mexico"
1459509,"July 27, 2019",Louisiana,Baton Rouge,1800 block of Spanish Town Rd,0,0,"1800 block of Spanish Town Rd, Baton Rouge, Louisiana"
1461510,"July 27, 2019",North Carolina,Salisbury,547 Heiligtown Rd,0,1,"547 Heiligtown Rd, Salisbury, North Carolina"
1460584,"July 26, 2019",Pennsylvania,Erie,1200 block of Downing Ave,0,0,"1200 block of Downing Ave, Erie, Pennsylvania"
1470234,"July 26, 2019",Florida,New Smyrna Beach,859 Pompano Ave,0,0,"859 Pompano Ave, New Smyrna Beach, Florida"
1464022,"July 25, 2019",Illinois,Galesburg,N/A,0,0,"N/A, Galesburg, Illinois"
1527385,"July 24, 2019",Iowa,Waterloo,N/A,0,0,"N/A, Waterloo, Iowa"
1457839,"July 24, 2019",Missouri,Saint Louis (Overland),10400 block of Canter Way,0,0,"10400 block of Canter Way, Saint Louis (Overland), Missouri"
1483671,"July 24, 2019",New Jersey,Hackettstown,Country Rd 517,0,0,"Country Rd 517, Hackettstown, New Jersey"
1457471,"July 24, 2019",Pennsylvania,Wind Gap,100 block of S Broadway,0,0,"100 block of S Broadway, Wind Gap, Pennsylvania"
1459006,"July 23, 2019",Arizona,Payson,600 block of N Wilderness Trl,0,0,"600 block of N Wilderness Trl, Payson, Arizona"
1576494,"July 23, 2019",Iowa,Waterloo,212 Denver St,0,0,"212 Denver St, Waterloo, Iowa"
1458322,"July 23, 2019",Maryland,Hagerstown,Gerbers Alley and Berger Ave,0,0,"Gerbers Alley and Berger Ave, Hagerstown, Maryland"
1458295,"July 22, 2019",Pennsylvania,Carlisle,441 Pleasant Hall Rd,0,1,"441 Pleasant Hall Rd, Carlisle, Pennsylvania"
1458791,"July 22, 2019",Pennsylvania,Cheltenham,7900 block of Jenkintown Rd,1,0,"7900 block of Jenkintown Rd, Cheltenham, Pennsylvania"
1456396,"July 22, 2019",Florida,Dover,Bevlin Acres Ln,0,0,"Bevlin Acres Ln, Dover, Florida"
1458963,"July 21, 2019",Indiana,Bloomington,3201 IN-45,0,0,"3201 IN-45, Bloomington, Indiana"
1488522,"July 21, 2019",Tennessee,Robbins,Ridge Road,0,0,"Ridge Road, Robbins, Tennessee"
1456373,"July 21, 2019",California,Lincoln,1000 block of 6th St,0,0,"1000 block of 6th St, Lincoln, California"
1453645,"July 20, 2019",Kentucky,Hopkinsville,1800 block of Sparkman Rd,0,0,"1800 block of Sparkman Rd, Hopkinsville, Kentucky"
1453534,"July 20, 2019",Maine,North Waterboro,620 New Dam Rd,0,1,"620 New Dam Rd, North Waterboro, Maine"
1452797,"July 19, 2019",Florida,Fort Lauderdale (Sunrise),14000 block of SW Ninth St,0,0,"14000 block of SW Ninth St, Fort Lauderdale (Sunrise), Florida"
1468301,"July 19, 2019",Arizona,Overgaard,N/A,1,0,"N/A, Overgaard, Arizona"
1455199,"July 19, 2019",Florida,Belle Glade,1300 block of SW MLK Blvd,0,0,"1300 block of SW MLK Blvd, Belle Glade, Florida"
1451409,"July 18, 2019",New York,Albany,3rd St and Elizabeth St,1,0,"3rd St and Elizabeth St, Albany, New York"
1452070,"July 18, 2019",Ohio,Streetsboro,9970 Aurora Hudson Rd,0,0,"9970 Aurora Hudson Rd, Streetsboro, Ohio"
1480001,"July 18, 2019",New Mexico,Crownpoint,N/A,2,0,"N/A, Crownpoint, New Mexico"
1450842,"July 18, 2019",Michigan,Detroit,12200 block of Harper Ave,1,0,"12200 block of Harper Ave, Detroit, Michigan"
1458364,"July 18, 2019",Florida,Okeechobee,N/A,0,0,"N/A, Okeechobee, Florida"
1484339,"July 18, 2019",Texas,Whitney,100 block of Scenic Dr,0,1,"100 block of Scenic Dr, Whitney, Texas"
1633726,"July 17, 2019",West Virginia,Morgantown,Montrose Ave,0,0,"Montrose Ave, Morgantown, West Virginia"
1453661,"July 17, 2019",Ohio,Dorset,1st St,0,0,"1st St, Dorset, Ohio"
1451089,"July 17, 2019",Colorado,Boone,2000 block of 53rd Ln,0,0,"2000 block of 53rd Ln, Boone, Colorado"
1454317,"July 17, 2019",Illinois,Niles,7200 block of Conrad Ave,0,0,"7200 block of Conrad Ave, Niles, Illinois"
1450030,"July 17, 2019",Florida,Cape Coral,N/A,0,0,"N/A, Cape Coral, Florida"
1449886,"July 17, 2019",Texas,Channelview,16300 block of Pecan St,0,1,"16300 block of Pecan St, Channelview, Texas"
1450414,"July 16, 2019",Minnesota,Albert Lea,505 W Front St,0,0,"505 W Front St, Albert Lea, Minnesota"
1450690,"July 16, 2019",Pennsylvania,Allentown,1300 block of S 9th St,1,0,"1300 block of S 9th St, Allentown, Pennsylvania"
1451433,"July 16, 2019",Louisiana,Lake Charles,218 Lucille St,0,1,"218 Lucille St, Lake Charles, Louisiana"
1449415,"July 16, 2019",Indiana,Nashville,Plum Creek Road,0,0,"Plum Creek Road, Nashville, Indiana"
1450725,"July 16, 2019",Texas,Kingsville,E Alice St,2,0,"E Alice St, Kingsville, Texas"
1449861,"July 15, 2019",Maryland,Church Creek,3041 Lakesville Rd,0,0,"3041 Lakesville Rd, Church Creek, Maryland"
1449304,"July 15, 2019",Delaware,Smyrna,White Rabbit Dr and Groundhog Ln,0,0,"White Rabbit Dr and Groundhog Ln, Smyrna, Delaware"
1447244,"July 13, 2019",Arizona,Phoenix,W Bethany Home Rd and N 31st Ave,1,0,"W Bethany Home Rd and N 31st Ave, Phoenix, Arizona"
1447793,"July 13, 2019",California,Fresno,412 N Valeria Ave,0,0,"412 N Valeria Ave, Fresno, California"
1447546,"July 13, 2019",Florida,Coleman,E Warm Springs Ave,0,0,"E Warm Springs Ave, Coleman, Florida"
1446436,"July 12, 2019",New York,Elmira,600 block of Columbia St,0,0,"600 block of Columbia St, Elmira, New York"
1446416,"July 11, 2019",Connecticut,New Haven,Catherine Way and Brookside Ave,0,0,"Catherine Way and Brookside Ave, New Haven, Connecticut"
1445582,"July 11, 2019",South Carolina,Pickens,Dublin Lane,1,0,"Dublin Lane, Pickens, South Carolina"
1452074,"July 11, 2019",Ohio,Elyria,300 block of 10th St,0,0,"300 block of 10th St, Elyria, Ohio"
1446237,"July 11, 2019",Tennessee,Nashville,14th Ave N,0,0,"14th Ave N, Nashville, Tennessee"
1447386,"July 11, 2019",Texas,El Paso,1601 Lee Trevino Dr,0,0,"1601 Lee Trevino Dr, El Paso, Texas"
1447277,"July 11, 2019",California,Bakersfield,14000 Rosedale Hwy,0,0,"14000 Rosedale Hwy, Bakersfield, California"
1445267,"July 10, 2019",Florida,Summerfield,14999 SE 32nd Ct Rd,1,0,"14999 SE 32nd Ct Rd, Summerfield, Florida"
1446469,"July 10, 2019",New York,Albany,Grove Ave and Woodlawn Ave,0,0,"Grove Ave and Woodlawn Ave, Albany, New York"
1445531,"July 10, 2019",Colorado,Pueblo,1900 block of Lake Ave,0,0,"1900 block of Lake Ave, Pueblo, Colorado"
1448392,"July 10, 2019",New Jersey,Vineland,E Landis Ave,0,0,"E Landis Ave, Vineland, New Jersey"
1444439,"July 10, 2019",Pennsylvania,York,10 block of N Hartley St,0,0,"10 block of N Hartley St, York, Pennsylvania"
1444420,"July 10, 2019",Virginia,Henrico (Varina),6300 block of Trailing Ridge Ct,0,0,"6300 block of Trailing Ridge Ct, Henrico (Varina), Virginia"
1447272,"July 10, 2019",California,Merced,E Childs Ave and Tower Rd,0,0,"E Childs Ave and Tower Rd, Merced, California"
1443655,"July 9, 2019",Michigan,Detroit,3600 block of Nottingham Dr,0,1,"3600 block of Nottingham Dr, Detroit, Michigan"
1970960,"July 9, 2019",Nevada,Las Vegas,N/A,0,0,"N/A, Las Vegas, Nevada"
1443187,"July 9, 2019",Missouri,Kansas City,E 57th St and McGee St,0,1,"E 57th St and McGee St, Kansas City, Missouri"
1450026,"July 9, 2019",Florida,Melbourne,Race St,0,0,"Race St, Melbourne, Florida"
1769029,"July 8, 2019",West Virginia,Coalton,Fairhope Rd,0,0,"Fairhope Rd, Coalton, West Virginia"
1446289,"July 8, 2019",Illinois,Shelbyville,W South 1st St and S Will St,0,1,"W South 1st St and S Will St, Shelbyville, Illinois"
1446745,"July 8, 2019",Connecticut,Greenwich,Orchard Pl,0,0,"Orchard Pl, Greenwich, Connecticut"
1443301,"July 8, 2019",New Jersey,Toms River,255 Oak Ave,0,0,"255 Oak Ave, Toms River, New Jersey"
1487456,"July 8, 2019",Pennsylvania,Tyrone,1700 block of Columbia Ave,0,0,"1700 block of Columbia Ave, Tyrone, Pennsylvania"
1443493,"July 7, 2019",Pennsylvania,Claysville,279 Woodburn Rd,0,0,"279 Woodburn Rd, Claysville, Pennsylvania"
1445619,"July 6, 2019",Tennessee,Fall Branch,627 TN 93,0,0,"627 TN 93, Fall Branch, Tennessee"
1441454,"July 6, 2019",Georgia,Stockbridge,100 block of Wilson Rd,0,1,"100 block of Wilson Rd, Stockbridge, Georgia"
1443854,"July 6, 2019",New Hampshire,Newington,45 Gosling Rd,0,1,"45 Gosling Rd, Newington, New Hampshire"
1440666,"July 6, 2019",Minnesota,Minneapolis (Columbia Heights),4600 block of Heights Dr,1,0,"4600 block of Heights Dr, Minneapolis (Columbia Heights), Minnesota"
1441949,"July 6, 2019",New Mexico,Clovis,2720 Wallace St,0,0,"2720 Wallace St, Clovis, New Mexico"
1441008,"July 6, 2019",North Carolina,Matthews,10501 Paces Ave,0,1,"10501 Paces Ave, Matthews, North Carolina"
1440297,"July 5, 2019",Texas,San Antonio,Kamary Ln,0,0,"Kamary Ln, San Antonio, Texas"
1440281,"July 5, 2019",Texas,Houston,151 Greyfriar Dr,1,0,"151 Greyfriar Dr, Houston, Texas"
1443481,"July 5, 2019",Pennsylvania,Commodore,Valley Rd,0,0,"Valley Rd, Commodore, Pennsylvania"
1439717,"July 5, 2019",Florida,Springfield,800 block of Transmitter Rd,0,0,"800 block of Transmitter Rd, Springfield, Florida"
1444007,"July 5, 2019",Texas,San Angelo,902 West 19th St,0,0,"902 West 19th St, San Angelo, Texas"
1448706,"July 4, 2019",Connecticut,Norwalk,Tonetta Cir,0,0,"Tonetta Cir, Norwalk, Connecticut"
1440915,"July 4, 2019",Nebraska,Lincoln,6510 Holdrege St,0,0,"6510 Holdrege St, Lincoln, Nebraska"
1440802,"July 4, 2019",Michigan,Sandusky,M 46 and Stringer Rd,0,0,"M 46 and Stringer Rd, Sandusky, Michigan"
1439546,"July 4, 2019",New Hampshire,Claremont,River Rd,1,0,"River Rd, Claremont, New Hampshire"
1440772,"July 4, 2019",Michigan,Vassar,4813 Brown Rd,0,0,"4813 Brown Rd, Vassar, Michigan"
1440141,"July 4, 2019",North Carolina,Fayetteville,7351 Ryan St,0,0,"7351 Ryan St, Fayetteville, North Carolina"
1440411,"July 4, 2019",Ohio,Elyria,100 block of Clark St,0,0,"100 block of Clark St, Elyria, Ohio"
1438724,"July 3, 2019",Mississippi,Tylertown,907 Beulah Ave,1,0,"907 Beulah Ave, Tylertown, Mississippi"
1439753,"July 3, 2019",California,Soledad,Serrano Place,0,0,"Serrano Place, Soledad, California"
1437810,"July 2, 2019",Florida,Spring Hill (Weeki Wachee),N/A,0,0,"N/A, Spring Hill (Weeki Wachee), Florida"
1437128,"July 2, 2019",Pennsylvania,Coraopolis,1304 4th Ave,0,0,"1304 4th Ave, Coraopolis, Pennsylvania"
1436855,"July 1, 2019",New York,Watervliet,1900 block of 9th Ave,0,0,"1900 block of 9th Ave, Watervliet, New York"
1437556,"July 1, 2019",Michigan,Detroit,Neff Ave and E Warren Ave,0,0,"Neff Ave and E Warren Ave, Detroit, Michigan"
1439343,"July 1, 2019",South Carolina,Heath Springs,4699 Kickturn Rd,0,0,"4699 Kickturn Rd, Heath Springs, South Carolina"
1436910,"June 30, 2019",Michigan,Holland,1941 Washington Ave,0,0,"1941 Washington Ave, Holland, Michigan"
1438824,"June 30, 2019",Wisconsin,Hartford,WI-60 and S Wacker Dr,0,0,"WI-60 and S Wacker Dr, Hartford, Wisconsin"
1435302,"June 29, 2019",Texas,Argyle (Lantana),600 block of Boswell Rd,0,0,"600 block of Boswell Rd, Argyle (Lantana), Texas"
1454371,"June 29, 2019",Pennsylvania,Carlisle,2600 block of Walnut Bottom Rd,0,0,"2600 block of Walnut Bottom Rd, Carlisle, Pennsylvania"
1438535,"June 28, 2019",Tennessee,Kingsport,Skyland Dr,0,0,"Skyland Dr, Kingsport, Tennessee"
1435114,"June 28, 2019",Delaware,Rehoboth Beach,35567 Big Oaks Ln,0,0,"35567 Big Oaks Ln, Rehoboth Beach, Delaware"
1437401,"June 28, 2019",Missouri,Advance,22200 block of Co Rd 302,0,1,"22200 block of Co Rd 302, Advance, Missouri"
1434549,"June 28, 2019",North Carolina,Randleman,309 Swain St,1,0,"309 Swain St, Randleman, North Carolina"
1434918,"June 28, 2019",Texas,Bacliff,6th St and Ave B,0,0,"6th St and Ave B, Bacliff, Texas"
1433132,"June 27, 2019",Texas,Fort Worth,2105 Sanborn St,2,0,"2105 Sanborn St, Fort Worth, Texas"
1433610,"June 27, 2019",Tennessee,Nashville,2800 block of Murfreesboro Pike,0,0,"2800 block of Murfreesboro Pike, Nashville, Tennessee"
1432619,"June 26, 2019",West Virginia,Covel,Gooney Otter Hollow Rd,1,0,"Gooney Otter Hollow Rd, Covel, West Virginia"
1434342,"June 26, 2019",Georgia,Tifton,300 block of Poplar St,0,0,"300 block of Poplar St, Tifton, Georgia"
1434094,"June 26, 2019",New York,Hauppauge,Grissom Way,0,1,"Grissom Way, Hauppauge, New York"
1434787,"June 25, 2019",New Hampshire,Rindge,14 Birch Rd,0,0,"14 Birch Rd, Rindge, New Hampshire"
1434035,"June 25, 2019",Arkansas,Fort Smith,1500 block of N 49th St,0,0,"1500 block of N 49th St, Fort Smith, Arkansas"
1432726,"June 24, 2019",Kansas,Topeka,1300 block of SW Harrison,0,0,"1300 block of SW Harrison, Topeka, Kansas"
1431797,"June 24, 2019",Vermont,Burlington,Ethan Allen Pkwy,0,0,"Ethan Allen Pkwy, Burlington, Vermont"
1430007,"June 23, 2019",Missouri,Stella,19898 Terrier Rd,2,0,"19898 Terrier Rd, Stella, Missouri"
1430023,"June 23, 2019",Illinois,Marion,2600 block of Ingersoll Ln,0,0,"2600 block of Ingersoll Ln, Marion, Illinois"
1433552,"June 22, 2019",Maryland,Hurlock,6245 Rossing St,0,0,"6245 Rossing St, Hurlock, Maryland"
1428938,"June 22, 2019",Arkansas,Hot Springs National Park (Hot Springs),315 N Patterson St,0,1,"315 N Patterson St, Hot Springs National Park (Hot Springs), Arkansas"
1491357,"June 22, 2019",Arizona,Chandler,Chandler Blvd and Kyrene Rd,0,0,"Chandler Blvd and Kyrene Rd, Chandler, Arizona"
1433856,"June 22, 2019",New York,Newburgh,401 Washington St,0,0,"401 Washington St, Newburgh, New York"
1428796,"June 21, 2019",Texas,Abilene,S 7th St,1,0,"S 7th St, Abilene, Texas"
1427653,"June 21, 2019",Texas,Fort Worth,4761 E Lancaster Ave,0,1,"4761 E Lancaster Ave, Fort Worth, Texas"
1429274,"June 21, 2019",Florida,Ocklawaha,17300 block of SE 95th St,2,0,"17300 block of SE 95th St, Ocklawaha, Florida"
1428413,"June 21, 2019",Indiana,Indianapolis,1100 block of Brook Ln,2,0,"1100 block of Brook Ln, Indianapolis, Indiana"
1428645,"June 21, 2019",Pennsylvania,Mckeesport,1800 block of Sumac St,0,1,"1800 block of Sumac St, Mckeesport, Pennsylvania"
1426594,"June 20, 2019",New York,Staten Island,640 Page Ave,0,0,"640 Page Ave, Staten Island, New York"
1438731,"June 19, 2019",Kentucky,Berea,Gabbard Town Rd,0,0,"Gabbard Town Rd, Berea, Kentucky"
1426032,"June 19, 2019",Tennessee,Thompsons Station,Cayce Springs Rd,0,1,"Cayce Springs Rd, Thompsons Station, Tennessee"
1426823,"June 19, 2019",Pennsylvania,Pittston,Thistle St,0,0,"Thistle St, Pittston, Pennsylvania"
1438139,"June 19, 2019",Maryland,Nanjemoy,10329 Tayloes Neck Rd,0,0,"10329 Tayloes Neck Rd, Nanjemoy, Maryland"
1484237,"June 18, 2019",Texas,Victoria,1053 W Beck Rd,0,1,"1053 W Beck Rd, Victoria, Texas"
1427209,"June 18, 2019",Oklahoma,Tulsa,E 15th St and S Sheridan Rd,0,1,"E 15th St and S Sheridan Rd, Tulsa, Oklahoma"
1438069,"June 18, 2019",Massachusetts,Fall River,Fenner St,0,0,"Fenner St, Fall River, Massachusetts"
1425608,"June 17, 2019",Missouri,Joplin,8571 Eloise Ln,1,1,"8571 Eloise Ln, Joplin, Missouri"
1425538,"June 17, 2019",Ohio,Springfield,W Pleasant St,0,0,"W Pleasant St, Springfield, Ohio"
1425471,"June 17, 2019",Ohio,Barberton (New Franklin),Swigart Rd,0,0,"Swigart Rd, Barberton (New Franklin), Ohio"
1425214,"June 17, 2019",Indiana,Morocco,U.S. 41,0,0,"U.S. 41, Morocco, Indiana"
1424465,"June 17, 2019",New York,New York (Manhattan),208 Nagle Ave,0,0,"208 Nagle Ave, New York (Manhattan), New York"
1519839,"June 16, 2019",Wisconsin,Richmond,CR A,0,0,"CR A, Richmond, Wisconsin"
1424657,"June 15, 2019",New York,Troy,4th St and Ferry St,0,0,"4th St and Ferry St, Troy, New York"
1424113,"June 15, 2019",North Carolina,Castle Hayne,4012 Hubert Dr,0,0,"4012 Hubert Dr, Castle Hayne, North Carolina"
1421649,"June 13, 2019",Utah,Salt Lake City (West Valley City),2500 S Lakecrest Dr,1,0,"2500 S Lakecrest Dr, Salt Lake City (West Valley City), Utah"
1422047,"June 13, 2019",Alabama,Phenix City,500 block of Lee Rd,0,1,"500 block of Lee Rd, Phenix City, Alabama"
1422028,"June 13, 2019",Arkansas,Jasper,Flatwood Rd,1,0,"Flatwood Rd, Jasper, Arkansas"
1421963,"June 13, 2019",North Carolina,Denver,422 NC-16 Business,0,0,"422 NC-16 Business, Denver, North Carolina"
1421779,"June 13, 2019",New York,Niagara Falls,1114 17th St,0,0,"1114 17th St, Niagara Falls, New York"
1424554,"June 12, 2019",Pennsylvania,Wilkes Barre,Penrose St,0,0,"Penrose St, Wilkes Barre, Pennsylvania"
1421538,"June 11, 2019",Pennsylvania,Indiana,Jeffrey St,0,0,"Jeffrey St, Indiana, Pennsylvania"
1422171,"June 11, 2019",New Jersey,Trenton,200 block of Hewitt St,0,0,"200 block of Hewitt St, Trenton, New Jersey"
1420601,"June 10, 2019",West Virginia,Buffalo,N/A,0,0,"N/A, Buffalo, West Virginia"
1418486,"June 9, 2019",North Carolina,Laurel Hill,Old Wire Rd,0,0,"Old Wire Rd, Laurel Hill, North Carolina"
1420553,"June 9, 2019",Wisconsin,Fairchild,N/A,0,0,"N/A, Fairchild, Wisconsin"
1418839,"June 8, 2019",Pennsylvania,Newport,Red Hill Rd and Bucks Valley Rd,0,0,"Red Hill Rd and Bucks Valley Rd, Newport, Pennsylvania"
1418820,"June 8, 2019",Idaho,Pocatello,N Main St,0,0,"N Main St, Pocatello, Idaho"
1419589,"June 7, 2019",Washington,Seattle,4700 block of California Ave SW,0,0,"4700 block of California Ave SW, Seattle, Washington"
1417610,"June 7, 2019",Kentucky,Mayfield,Calhoun St and KY 1748 E,0,0,"Calhoun St and KY 1748 E, Mayfield, Kentucky"
1416972,"June 7, 2019",Arizona,Tucson,8000 block of N Country Home Ln,0,1,"8000 block of N Country Home Ln, Tucson, Arizona"
1418052,"June 7, 2019",Connecticut,Glastonbury,Hubbard Ave,0,0,"Hubbard Ave, Glastonbury, Connecticut"
1417716,"June 7, 2019",Texas,Austin,8220 TX-71,5,0,"8220 TX-71, Austin, Texas"
1417277,"June 6, 2019",California,Fresno,N Glenn Ave and E Floradora Ave,0,0,"N Glenn Ave and E Floradora Ave, Fresno, California"
1418958,"June 6, 2019",Maryland,Hagerstown,124 High St,0,0,"124 High St, Hagerstown, Maryland"
1415496,"June 6, 2019",Colorado,Pueblo,1200 block of Pine St,0,0,"1200 block of Pine St, Pueblo, Colorado"
1416613,"June 6, 2019",New Jersey,Newark,Myrtle Ave,0,0,"Myrtle Ave, Newark, New Jersey"
1419391,"June 6, 2019",New York,Rochester (Greece),N/A,0,0,"N/A, Rochester (Greece), New York"
1415794,"June 5, 2019",California,Escalon,18000 block of Brannan Rd,0,0,"18000 block of Brannan Rd, Escalon, California"
1415354,"June 5, 2019",Delaware,Laurel,36000 block of Waycross Rd,0,0,"36000 block of Waycross Rd, Laurel, Delaware"
1423674,"June 4, 2019",Texas,Laredo,300 block of Caceres Ct,0,0,"300 block of Caceres Ct, Laredo, Texas"
1415517,"June 4, 2019",New York,Niagara Falls,500 block of 77th St,0,0,"500 block of 77th St, Niagara Falls, New York"
1412649,"June 2, 2019",California,West Hollywood,Melrose Ave and Westmount Dr,0,0,"Melrose Ave and Westmount Dr, West Hollywood, California"
